Dataset_ID,Batch,Role,Question,Answer,Validator_1,Validator_2,Validator_3,Final_Label,Validation_Agreement
IQ-0889,45,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Strong,Average,Weak,Strong,Majority
IQ-0890,45,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0891,45,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Average,Average,Majority
IQ-0892,45,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Average,Average,Average,Average,Unanimous
IQ-0893,45,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Strong,Strong,Strong,Majority
IQ-0894,45,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0895,45,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0896,45,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0897,45,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Weak,Average,Weak,Majority
IQ-0898,45,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Average,Average,Weak,Average,Majority
IQ-0899,45,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Weak,Strong,Strong,Majority
IQ-0900,45,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Average,Strong,Majority
IQ-0901,46,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0902,46,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0903,46,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0904,46,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Average,Strong,Weak,Majority
IQ-0905,46,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0906,46,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Strong,Strong,Weak,Strong,Majority
IQ-0907,46,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
